NOME|RTTTL
2Way|2Way:d=4,o=6,b=125:16d,16p,16c,16a_5,16p,16g5,f5,8p,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,f5,8p,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,f5,8p,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,8f.5,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,8f5,16p,8c.
3 Doors Down - Kryptonite (Chorus |3 Doors Down - Kryptonite (Chorus : d=4,o=5,b=112:8d,8d,8d,8f,8d,8d,8d,8f,8f,8f,8f,8e,16e,e,p,8d,8d,8d,8f,8d,8d,8d,8f,8f,8f,8f,8e,8e,8e,8f,8p,8d,8d,8d,8f,8d,8d,8d,8f,8f,8f,e,8e,8p,8e,8f,8d,8f,16e,d,
3 Doors Down - Kryptonite |3 Doors Down - Kryptonite : d=4,o=5,b=100:8b,8f#6,8b6,d7,8b6,8f#6,8g6,8g,8b,8d6,8g6,8a,8e6,8a6,8b6,8b,8f#6,8b6,d7,8b6,8f#6,8g6,8g,8b,8d6,8g6,8a,8e6,8a6,8b6,8b,8f#6,8b6,d7,8b6,8f#6,8g6,8g,8b,8d6,8g6,8a,8e6,8a6,
30Minute|30Minute:d=4,o=5,b=80:16g6,16f#6,16g6,16b,16a,8b,16g6,16f#6,g6,8p,16a6,16g6,8a6,16c6,16b,8c6,16a6,16g6,a6,8p,16g6,16f#6,8g6,16b,16a,8b,16g6,16f#6,g6,8p,16a6,16g6,8a6,16c6,16b,8c6,16a6,16g6,a6
30Minute|30Minute:d=4,o=6,b=112:16g,16f_,16g,16b5,16a5,8b5,16g,16f_,g,8p,16a,16g,8a,16c,16b5,8c,16a,16g,a,8p,16g,16f_,8g,16b5,16a5,8b5,16g,16f_,g,8p,16a,16g,8a,16c,16b5,8c,16a,16g,a
359|359:d=4,o=6,b=140:8c5,p,8c5,p,8c5,8c5,8c5,16p,8c5,p,8c5,p,8c5,p,8c5,8c5,8c5,16p,8c5,p,8c5,p,8c5,p,8c5,8c5,8c5,16p,8c5
3am|3am:d=16,o=6,b=80:b5,a,g,f#,e,e,8f#,d,8b5,d,8d.,8p,a,g,f#,e,e,d,8d,8e,f#,2e,p,c#,8c#,8d.,c#.,32p,c#.,32p,b5,8b5,p,g5,f#.5,32p,e.5,32p,g5
3AM|3AM:d=4,o=5,b=100:16a#,8c#6,16c#6,8c#6,8c#6,8a#,8c6,8c6,8c6,8a#,16g#,p,16g#,8f6,8a#,8d#6,8c6,8c6,8a#,16p,8a#,8g#,16p,8a#,8g#,8p,16c#6,8c#6,8c#6,8c#6,16c#6,8c#6,8c#6,16c#6,16c#6,c#6,16p,8c6,16p,8a#,16p,8g#,8a#,16a#,16g#,8a#,16g#,a#.
3Lions1|3Lions1:d=4,o=5,b=100:8d.6,8c.6,8a#.,8a,4g.,p,8p,16p,8c.6,8c6,4a,8c6,4d6,4a.,8p,16p,8f.,8g.,8f,8g.,4f,8f,4f,8d.,8f.,8f,8f.,4d,8a,16p,8a,16p,8a,8g.,16p,8f.,8g.,8f,8g.,4f
3Lions2|3Lions2:d=4,o=5,b=130:8d#.,d#.,8c.,d#.,8c.,d#.,8c.,d#.,8g.,8g.,f.,d#,f,8d#,f,d#.,8d#.,d#.,8c.,d#.,8c.,d#.,8c.,d#.,8g.,g,f.,d#,f,8d#,f,d#.,8g.,16f,g,g,8g#.,g.,8f.,g.,d#,c6,8a#.,g#.,g,g#,8g,f.,16f,8d#.,d.,8g,8f,g.,16g,e,e,f,g,8g#.,16g,8f.,f,16d#,8f.,g#,16g,8f.,f,16d#,8f.,g,16f,8d#.,2d#,16d#,e,e,f,g,c6,a#,g#,8g.,f.,a#,8a#.,g,8a#,c6,2g.
3Lions|3Lions:d=4,o=6,b=95:8d,16p,8c,16p,8a_5,16p,8a5,g5,2p,8c,16p,8c,a5,8c,d,a5,p,8f5,16p,8g5,16p,8f5,8g5,16p,f5,8f5,f5,8d5,16p,8f5,16p,8f5,8f5,16p,d5,8a5,16p,8a5,16p,8a5,g5,8f5,16p,8g5,16p,8f5,8g5,16p,f5
3LittleB|3LittleB:d=8,o=5,b=160:4c#6,4b,4a,a,b,a,2e,a,4c#6,e6,2c#6.,a,b,a,4e6.,4c#6,b,a,4a,f#6,f#6,f#6,f#6,4f#6.,f#,4a,f#6,f#6,g6,4f#6,2e6.,a,b,a,4e6.,4c#6,b,a
3maal3|3maal3:d=4,o=6,b=125:8g5,8c,8e,8c,d,16f,16e,16d,16c,8b5,8d,8g5,8b5,c,e,8g5,8c,8e,8c,d,16f,16e,16d,16c,8b5,8d,8g5,8b5,c,p
3Musketi|3Musketi:d=16,o=5,b=140:4c,4d,4e,4f,4g,4a,4b,4c6,1a.,2p,4c,4d,4e,4f,4g,4a,4c.6,8b,8b,1a.,8p,4p,4c,4d,4e,4f,4g,4a,4b,4c6,1a.,2p,4c,4d,4e,4f,4g,4a,4c.6,8b,8b,1a.,4p,8p,4c,4d,4e,4f,4g,4a,4b,4c6,1a.,2p,4c,4d,4e,4f,4g,4a,4c.6,8b,8b,1a.,8p,4p
3Musketi|3Musketi:d=4,o=5,b=140:c,d,e,f,g,a,b,c6,1a.,2p,c,d,e,f,g,a,c.6,8b,8b,1a.,8p,p,c,d,e,f,g,a,b,c6,1a.,2p,c,d,e,f,g,a,c.6,8b,8b,1a.,p,8p,c,d,e,f,g,a,b,c6,1a.,2p,c,d,e,f,g,a,c.6,8b,8b,1a.,8p,p
3ramkSha|3ramkSha:d=4,o=6,b=200:e.,g.,e.,p,8a5,c,a5,d#.,f#.,b.5,p,8b5,8g,8f#,8e,8b5,e.,g.,e.,p,8a5,c,a5,d#.,f#.,d#,e.
3rdEdgeI|3rdEdgeI:d=32,o=6,b=160:16f5,8p,f,16p,f,16p,f,16p,f5,16p,8d#7,8p,16c5,8p,c,16p,c,16p,c,16p,c,16p,c,16p,c5,8p,16b5,8p,16g5,8p,16d5,8p,8c7,f5,g,a#,p,c7,p,a#,p,g,p,c7,16p,d#7,p,f7,p,d#7,p,c7,p,f7,16p,a#7,p,c5,p,a#7,p,c5
3StepsAh|3StepsAh:d=4,o=6,b=225:f5,g5,a5,b5,a5,g5,f5,e5,d5,e5,f5,e5,1d5,f5,g5,a5,b5,a5,g5,f5,e5,d5,e5,f5,e5,1d5,b5,a5,a5,f5,f5,g5,g5,a5,a5,a5,f5,1a5,b5,a5,a5,f5,f5,g5,g5,a5,a5,a5,f5,1a5
4Just1Da|4Just1Da:d=4,o=5,b=140:8d#,8b4,16p,16b4,8p,8b.4,16b4,8p,8b4,8a#.4,16a#4,8p,8b4,8f#.4,16f#4,8p,8f#4,8f#4,8g#4,16p,16g#4,8p,8g#.4,16g#4,8p,8g#4,8a#.4,16a#4,8p,8a#4,8b.4,16b4,8p,8c#,8d#,8b4,16p,16b4,8p,8b.4,16b4,8p,8b4,8a#.4,16a#4,8p,8b4,8f#.4,16f#4,8p,8f#4,8f#.4,16f#4,8p,8f#4,8f#.4,16f#4,8p,8g#4,8f#.4,16f#4,8p,8f#4,8f#.4,16b4,8p,8c#
4Just1Da|4Just1Da:d=4,o=5,b=140:8d#6,8b,16p,16b,8p,8b.,16b,8p,8b,8a#.,16a#,8p,8b,8f#.,16f#,8p,8f#,8f#,8g#,16p,16g#,8p,8g#.,16g#,8p,8g#,8a#.,16a#,8p,8a#,8b.,16b,8p,8c#6,8d#6,8b,16p,16b,8p,8b.,16b,8p,8b,8a#.,16a#,8p,8b,8f#.,16f#,8p,8f#,8f#.,16f#,8p,8f#,8f#.,16f#,8p,8g#,8f#.,16f#,8p,8f#,8f#.,16b,8p,8c#6
4MinuteW|4MinuteW:d=4,o=5,b=63:8d6,16d6,16d6,8d6,16e6,8c6,16c6,16c6,16c6,8c6,8c6,16c6,16c6,16c6,8e6,16d6,16c6,8d6,16d6,16d6,16d6,8d6,8e6,16d6,16d6,16d6,16d6,8d6,16e6,8c6,16c6,16c6,16c6,8c6,8c6,16c6,16c6,16c6,8c6,16a,16c6,8d6,16d6,16d6,8d6,8e6
4MyPeopl|4MyPeopl:d=4,o=6,b=125:8c_.7,16c_7,8d_7,8d_7,8e7,c_7,8c_7,8c_7,8c_7,d_7,8e7,c_.7,8c_.7,16c_7,8d_7,8e7,c_7,8c_7,8c_7,8c_7,d_7,8e7,8c_7,8e7,8e7,1d_.7,8e7,8e7,1d_.7
4MyPeopl|4MyPeopl:d=4,o=6,b=56:16c_.7,32e7,32e7,32p,32e7,32p,16e7,8c_7,16b5,16c_,16e7,16e7,16e7,16e7,8c_7,16b,16c_.7,32e7,32e7,32p,32e7,32p,32e7,32p,8c_7,16p,32c_,16c_7,16e7,16e7,16e7,16c_7,16e7,8d_.7,8c.,16c,16d_7,8d_.7,8c.,16c,16e7,8d_.7,8c.,16c,16d_7,8d_7,8c,8c,8c,16c_
4Seasons|4Seasons:d=16,o=6,b=100:c#,p,8c#,d#,p,8d#,c#,p,8c#,d#,p,8d#,c#,p,8c#,d#,p,8d#,c#,p,8c#,4p,c#,p,8c#,d#,p,8d#,c#,p,8c#,f,p,8d#,c#,p,8c#,f,p,8d#,c#,p,8c#,4p,c#,p,8c#,d#,p,8d#,c#,p,8c#,d#,p,8d#,c#,p,8c#,d#,p,8d#,c#,p,4c#,4f#,f#,p,f,d#,4c#,d#,p,2d#
4Seasons|4Seasons:d=16,o=6,b=120:8e,8g#,8g#,8g#,f#,e,4b.,b,a,8g#,8g#,8g#,f#,e,4b.,b,a,8g#,a,b,8a,8g#,8f#,8d#,4b.,8e,8g#,8g#,8g#,f#,e,4b.,b,a,8g#,8g#,8g#,f#,e,4b.,b,a,8g#,a,b,8a,8g#,8f#,8d#,4b.
4Seasons|4Seasons:d=8,o=6,b=120:a,a,a,a#,4a,a,a#,a,a,a,a#,4a,a,a#,a,16g,16a,a#,a,g.,16p,a,a,a,a#,4a,a,a#,a,a,a,a#,4a,a,a#,a,16g,16a,a#,a,g.
4Seasons|4Seasons:d=8,o=6,b=180:g,a,2a#,d#,f,2g,d,e,2f,c#,d,4e,d,f,e,g,2f,g,a,2a#,d#,f,2g,d,e,2f,c#,d,4e,d,f,e,g,2f,g,a,2a#,d#,f,2g,d,e,2f,c#,d,4e,d,f,e,g,2f.
4Seasons|4Seasons:d=8,o=6,b=220:g#,a#,g#,g,f,g,f,d#,c#,d#,c#,c,a#,c,a#,g#,g,g#,g,f,e,f,e,d,4c,4c,4c,4b5,4b5,4b5,2c,g#,a#,g#,g,f,g,f,d#,c#,d#,c#,c,a#,c,a#,g#,g,g#,g,f,e,f,e,d,4c,4c,4c,4b5,4b5,4b5,2c.
4Wedding|4Wedding:d=4,o=5,b=180:4e6,4e6,4d6,4c6,4d6,4a5,4p,4f6,4f6,4e6,4d6,4d6,4p,4e6
5,6,7,8|5,6,7,8:d=4,o=6,b=225:g5,2b5,b5,a5,a5,g5,g5,2d,g5,g5,e5,g5,2a5,8p,g5,2b5,b5,a5,a5,2g5,d5,2a5,a5,g5,b5,2a5
500Miles|500Miles:d=4,o=5,b=45:32a,16a#,32c.6,8d.6,32a,16a#,32c.6,32c.6,32c6,32d6,16c.6,32a.,32a,32a#,16c.6,32c6,16c6,32d.6,32c.6,32g,16g,32f.,a,32a,16a#,32c.6,8d.6,32a,16a#,32c.6,32c.6,32c6,32d6,16c.6,32a.,32a,32a#,16c.6,32c6,16c6,32d.6,32c.6,32g,16g,32f.,8f
5050|5050:d=16,o=6,b=100:32c7,32p,32c7,32p,c7,p,d#7,32f5,p.,32g#,32p,a#,p,g#,a#,p,g#,p,32f5,32p,c7,p,c7,p,c7,p,32f5,32p,32g#,32p,32a#,32p,32a#,32p,32g#,32p,a#,p,g#,p,32f5,32p,32f5,p.,c7,p,d#7,p,g#,p,a#,p,32g#,32p,a#,p,g#,p,32f5,32p,32c7,32p,32c7,32p,c7,p,c7,p,g#,p,a#,p,g#,p,a#,p,g#
50cc|50cc:d=4,o=6,b=125:c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8c,8c.,16c,8p,8c,g5,g5,g5,g5,c
50cc|50cc:d=4,o=6,b=140:c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8g5,8a_.5,16a_5,8p,8a_5,c,8p,8c,8c.,16c,8p,8c,g5,g5,g5,g5,c
50Cent|50Cent:d=4,o=6,b=100:16a5,8p,16p,16a5,8p,16p,16a5,8p,16p,16a5,8p,16a5,8p,8a5,8g_5,p,2p,8g_5,8a5,p,8f_5,8g_5,p,8a5,8g_5,p,2p,8g_5,8a5,p,8f_5,8g_5,p,8a5,8g_5,p,2p,8g_5,8a5,p,8f_5,8g_5,p,8a5,8g_5,p,2p,8g_5,8a5,p,8f_5,8g_5
50PenceI|50PenceI:d=4,o=6,b=225:8e5,16p,8g_5,16p,8b5,16p,8e5,16p,8g_5,16p,16p,8b5,16p,8d,16p
5678|5678:d=4,o=6,b=225:g5,b5,32p,b5,a5,a5,g5,32p,g5,d,g5,g5,e5,g5,a5,p,g5,b5,32p,b5,a5,g5,16p,d5,a5,a5,g5,b5,a5
5Bewogen|5Bewogen:d=4,o=6,b=225:a5,a5,g5,f5,g5,c5,p,8c5,8c5,8g5,8g5,8g5,8f5,g5,8f5,d5,2f5,p,c5,a5,a5,g5,f5,g5,a5,g5,d5,d5,f5,f5,g5,g5,2f5
5Colours|5Colours:d=4,o=6,b=200:g5,8b5,d.,g,f#,8e,d.,8b5,d.,8e,d.,8e,d.,8e,2d,8p,g5,8b5,d.,g,f#,8e,d.,8b5,d.,8e,d.,8e,d.,8e,2d,8p,c,c,8d,e.,1d,d,d,8e,f#.,2e.,b5,c,b5,a5,g5,8c,b.5,8a5,g.5,1g5
5thSymph|5thSymph:d=16,o=5,b=100:g,g,g,4d#,4p,f,f,f,4d,4p,g,g,g,d#,g#,g#,g#,g,d#6,d#6,d#6,4c6,8p,g,g,g,d,g#,g#,g#,g,f6,f6,f6,4d6,8p,g6,g6,f6,4d#6,8p,g6,g6,f6,4d#6
5thSymph|5thSymph:d=4,o=5,b=180:8f,8f,8f,1c#,8p,8d#,8d#,8d#,1c,8p,8f,8f,8f,8c#,8f#,8f#,8f#,8f,8c#6,8c#6,8c#6,2a#,8p,8f,8f,8f,8c,8f#,8f#,8f#,8f,8d#6,8d#6,8d#6,1c6,8f6,8f6,8d#6,8c#6,8c#,8c#,8d#,8f,8f6,8f6,8d#6,8c#6,8c#,8c#,8d#,8f,8f6,8f6,8d#6,c#6,p,a#,p,2f6
60Mph|60Mph:d=8,o=5,b=125:e,e,g,e,4b,a,g,a,4e,4e.,e,g,e,g,a,4b,a,g,a,4a,g,4e.,e6,d6,d6,b,4d6,d6,b,d6,4e6,b.,16a,4g,e,e,g,e,g,4a#,a,g,a,4e,2e,e,g,e,g,4a#,a,g,a,4e,2e,e,e,g,a,4a#,a,g,a,4a,g,2e
60mph|60mph:d=8,o=5,b=125:e,e,g,e,4b,a,g,a,4e,4e.,e,g,e,g,a,4b,a,g,a,4a,g,4e.,e6,d6,d6,b,4d6,d6,b,d6,4e6,b.,16a,4g,e,e,g,e,g,4a#,a,g,a,4e,2e,e,g,e,g,4a#,a,g,a,4e,2e,e,e,g,a,4a#,a,g,a,4a,g,2e
633 Squadron Theme |633 Squadron Theme : d=4,o=5,b=200:8c,8c,8c,8f,8g,8a#,a,1c.6,p,8c,8c,8c,8f,8g,8a#,1a.,p,8c,8c,8c,8f,8g,8a#,8a,8f,8p,8g,8a#,a,8f,8p,8g,8a#,a,8f,8p,8a,8c6,1d6,
633Squad|633Squad:d=16,o=5,b=100:c,c,c,f,g,a#,8a,2c6,8p,c,c,c,f,g,a#,2a,4p,c,c,c,f,g,a#,8a,8f,g,a#,8a,8f,g,a#,8a,8f,a,c6,2d6
633Squad|633Squad:d=4,o=5,b=200:16c,16p,16c,16p,16c,16p,16f,16p,16g,16p,16a#,16p,8a.,16p,1c.6,2p,16c,16p,16c,16p,16c,16p,16f,16p,16g,16p,16a#,16p,1a.,2p,p,16c,16p,16c,16p,16c,16p,16f,16p,16g,16p,16a#,16p,8a.,16p,8f,8p,16g,16p,16a#,16p,8a.,16p,8f,8p,16g,16p,16a#,16p,8a.,16p,8f,8p,16a,16p,16c6,16p,1d6
6|6:d=4,o=6,b=125:16e5,16p,16e,16d,16e,16d,16e,16e5,16p,16e,16d,16e,16d,16e,16d,16e,16e5,16p,16e,16d,16e,16d,16b5,16g5,16b5,16d,16a5,16b5,16d,16a_5,16b5,16d,16e5
6Million|6Million:d=16,o=6,b=80:c#.,f#.,b.,4g#.,a.,g#.,e.,d.,b.5,c#.,e.,d#.,2c#,p,4b5,c#.,f#.,b.,4g#.,a.,g#.,e.,d.,b.5,c#.,e.,d#.,2c#,32f#5,32g#5,32a5,32b5,32c#,32d,32e,32f,4f#,c#,p,b5,p,e5,4f#5
6thGate|6thGate:d=16,o=5,b=140:8e,8p,8e,8f,8p,8f,8g#,8f,8e,8p,8f,8p,8f,8g#,8p,8e,8p,8e,8f,8p,8f,8g#,8f,8e,8p,8e,8f,8p,8f,8g#,8p,8e6,8p,8e6,8f6,8p,8f6,8g#6,8f6,8e6,8p,8e6,8f6,8p,8f6,8g#6
7Days1|7Days1:d=4,o=5,b=112:8e6,8d6,8e6,8d6,4e6,4d6,4g6,2a6,8p,8e6,8d6,8e6,8d6,8e6,8d6,4e6,4a6,8b6,2a6,8b6,8d4,8b6,8a6,4b6,8b6,8a6,8b6,8a6,4a6,8a6,8b6,8a6,8b6,8a6,8b6,8a6,8b6,8a6,8b6,8a6,8b6,8a6,8g6,8e6,8a6
7Days2|7Days2:d=16,o=5,b=80:8.g.,8.a.,p,e,d,e,d,8e,8d,8.a.,8.b.,8p,b,d6,b,a,b,d6,b,a,8b,8a,p,g,8b,b,a,b,a,b,a,b,a,b,a,g,e,g,a,8b,8a,8g
7Days|7Days:d=4,o=6,b=112:32a#.6,32f.6,16c.6,32a#.6,32f.6,16c.6,32a#.6,32f.6,16c.6,32a#.6,32f.6,16c.6,1g6,32a#.6,32f.6,16c.6,32a#.6,32f.6,16c.6,32a#.6,32f.6,16c.6,32a#.6,32f.6,16c.6,1g6,32a#.6,32f.6,16d.6,32a#.6,32f.6,16d.6,32a#.6,32f.6,16d.6,32a#.6,32f.6,16d.6,1g6,32a#.6,32f.6,16d.6,32a#.6,32f.6,16d.6,32a#.6,32f.6,16d.6,32a#.6,32f.6,16d.6,1g6,32f.6,32d.6,16a#.5,32f.6,32d.6,16a#.5,32f.6,32d.6,16a#.5,32f.6,32d.6,16a#.5,1g6,32f.6,32d.6,16a#.5,32f.6,32d.6,16a#.5,32f.6,32d.6,16a#.5,32f.6,32d.6,16a#.5,1g6,32f.6,32d#.6,16c.6,32f.6,32d#.6,16c.6,32f.6,32d#.6,16c.6,32f.6,32d#.6,16c.6,1g6,32f.6,32d#.6,16c.6,32f.6,32d#.6,16c.6,32f.6,32d#.6,16c.6,32f.6,32d#.6,16c.6,32g.6
7Kings|7Kings:d=4,o=6,b=225:8c,8d5,8c,8d5,8c,8c,8d5,8c,8d5,8c,8c,8d5,8c,8d5,8c,8d5,8d5,8d5,8d5,8d5,32p,8c,8d5,8c,8d5,8c,8c,8d5,8c,8d5,8c,8c,8d5,8c,8d5,8c,8d5,8d5,8d5,8d5,8d5,32p,8d5,8d5,8d5,32p,8d5,8d5,8d5,32p,8d5,8d5,8d5
7NationA|7NationA:d=4,o=6,b=112:g_5,8p,16g_5,16p,16b5,8p,16g_5,8p,16f_5,16p,e5,p,d_5,p,g_5,8p,16g_5,16p,16b5,8p,16g_5,8p,16f_5,16p,8e5,16p,8f_5,32p,8e5,32p,d_5
7NationA|7NationA:d=4,o=6,b=125:e.,8e,8g,16p,8e,32p,8d,c.,16d,16c,b5,p,32p,e.,8e,8g,16p,8e,32p,8d,c.,16d,16c,b5,p,32p,e.,8e,8g,16p,8e,32p,8d,c.,16d,16c,b5,p,32p,e.,8e,8g,16p,8e,32p,8d,c,16d,b5
7Years&5|7Years&5:d=4,o=6,b=140:8c,8c,16c,8d,8d_,8d_,16c,8d_,8c,8a_5,8a_5,8a_5,16g5,8a_5,8a_5,16a_5,8g5,8a_5,8c,8c,8c,16a_5,8g_5,8g_5,16g_5,8a_5,8c,8a_5,8a_5,8a_5,16g5,8d_,8d_,16g5,8d_,8d,16c
7YearsAn|7YearsAn:d=4,o=6,b=140:8a_5,8a5,g5,g5,g5,8a_5,8a5,f5,f5,f5,8d5,8f5,g5,g5,f5,d_5,8f5,8g5,8p,f5,8p,8a_5,8a5,g5,g5,g5,8a_5,8a5,f5,f5,f5,8d5,8f5,g5,g5,f5,d_5,2f.5
86|86:d=8,o=6,b=90:32p,16a5,a5,g5,f5,4g.5,4p,16e,e,f,e,d,c,f,e,d,c,4d,4c.
8a,b.,8f#,1eHark|8a,b.,8f#,1eHark:d=4,o=5,b=100:8a.,16a,8a,8g,8f,8e,f,8d,16e,16f,8g,8c,2c,2d,2c
8d,8d,8c,e,p,8g,8g,8g,8a,8g,8e,8p,c6,8c6,8b,8g,8a,16b,16a,gWannabe|8d,8d,8c,e,p,8g,8g,8g,8a,8g,8e,8p,c6,8c6,8b,8g,8a,16b,16a,gWannabe:d=4,o=5,b=125:16g,16g,16g,16g,8g,8a,8g,8e,8p,16c,16d,16c,8d,8d,8c,e,p,8g,8g,8g,8a,8g,8e,8p,c6,8c6,8b,8g,8a,16b,16a,g
8DaysOfC|8DaysOfC:d=16,o=5,b=100:e,e,8e,e,e,8e,e,e,e,f#,a,f#,8g#,p,a,b,b,b,b,8b,b,b,b,a,g#,f#,8e,e,e,e,e,e,e,8e,e,e,e,f#,a,f#,8g#,p,d#,8d#,8d#,8d#,8d#,p,d#,e,c#,8d#,d#,d#,8e,e,e,8e,e,e,e,f#,a,f#,8g#,p,a,8b,8b,8b,8b,b,a,g#,f#,8e
8DaysOfC|8DaysOfC:d=4,o=6,b=100:16e5,16e5,8e5,16e5,16e5,8e5,16e5,16e5,16e5,16f_5,16a5,16f_5,8g_5,16p,16a5,16b5,16b5,16b5,16b5,8b5,16b5,16b5,16b5,16a5,16g_5,16f_5,8e5,16e5,16e5,16e5,16e5,16e5,16e5,8e5,16e5,16e5,16e5,16f_5,16a5,16f_5,8g_5,16p,16d_5,8d_5,8d_5,8d_5,8d_5,16p,16d_5,16e5,16c_5,8d_5,16d_5,16d_5,8e5,16e5,16e5,8e5,16e5,16e5,16e5,16f_5,16a5,16f_5,8g_5,16p,16a5,8b5,8b5,8b5,8b5,16b5,16a5,16g_5,16f_5,8e5
8e,8e,16g,16g,8g,g,8f#,8f#,8e,8e,16f#,16f#,8f#,f#,8e,8e,8e,8e,16g,16g,8g,g,8|8e,8e,16g,16g,8g,g,8f#,8f#,8e,8e,16f#,16f#,8f#,f#,8e,8e,8e,8e,16g,16g,8g,g,8
8Mile|8Mile:d=4,o=5,b=160:a,8e6,d6,c6,a,8e6,d6,c6,a,8e6,d6,c6,a,8e6,d6,e6,2f6,d6,2e6,2c6,d6,2b,c6,8a6,e6,8a6,p,8a6,e6,8a6,p,8a6,e6,d6,c6,d6,f6,e6,p,f6,d6,p,8f6,e6,c6,p,d6,2b,c6,a
90210|90210:d=2,o=6,b=140:8f5,8a#5,8b5,4d.,d,4p,8f5,8a#5,8d,8d#,4f,4f.,a#.5,8e5,8a#5,8c,8d,8d#,8f,8g,4f,8d#,4d#,4d,c.,8a#5,4a5,4a#5,4g,8f,8d#,8d,8d#,8d,8a#5,4f5
90210|90210:d=4,o=5,b=140:8f,8a#,8c6,d.6,2d6,p,8f,8a#,8c6,8d6,8d#6,f6,f.6,2a#.,8f,8a#,8c6,8d6,8d#6,8f6,8g6,f6,8d#6,d#6,d6,2c.6,8a#,a,a#.,g6,8f6,8d#6,8d6,8d#6,8d6,8a#,f InMyMind:d=4,o=6,b=140:8a_.,8g_.,a_.,8a_,c_7,8b,b,8p,8b,8a_,8g_.,8f_.,g_,8p,8c_7,8g_.,8a_.,p,a_,g_,8f_.,8f.,8f_,8p,8a_,8a_,8a_,8g_,8g_,8b,a_,2g_.
911|911:d=4,o=5,b=70:c,8g7,8f7,8d#7,8d7,8d#7,8c7,8g,8d6,8f6,a#.6,f,8a#7,8g#7,8d#7,8d7,8d#7,8c7,8d#,8g,8a#,8d#6,8g,8b,8d6,8g6
911|911:d=4,o=6,b=70:c5,8g7,8f7,8d_7,8d7,8d_7,8c7,8g5,8d,8f,a_.,f5,8a_7,8g_7,8d_7,8d7,8d_7,8c7,8d_5,8g5,8a_5,8d_,8g5,8b5,8d,8g
95%Again|95%Again:d=4,o=6,b=50:32f_,32f_.5,32f_5,32f_.5,16a.5,32a.5,32a.5,32a.5,32g_5,32g_.5,32g_5,32g_.5,16b.5,32b.5,32b.5,32b.5,32f_5,32f_.5,32f_5,32f_.5,16a.5,32a.5,32a.5,32a.5,32g_5,32g_.5,32g_5,32g_.5,16a.5,32a.5,32a.5,32a.5,32f_5,32f_.5,32f_5,32f_.5,16a.5,32a.5,32a.5,32a.5,32g_5,32g_.5,32g_5,32g_.5,16b.5,32b.5,32b.5,32b.5,32f_5,32f_.5
96QuietB|96QuietB:d=4,o=6,b=180:8f,8g_,8c7,8p,2f5,8f,8g_,8c7,8c_7,8c7,8g_,8g,8d_,c_,8g_,8p,d_7,8c_7,8p,8c7,8a_,g_,c7,8g_,8p,8f,8g_,8c7,8p,2f5,8f,8g_,8c7,8c_7,8c7,8g_,8g,8d_,c_,8g_,8p,d_7,8c_7,8p,8c7,8a_,g_,c,8g_
96QuiteB|96QuiteB:d=16,o=5,b=180:8f6,8g#6,8c7,8p,2f,8f6,8g#6,8c7,8c#7,8c7,8g#6,8g6,8d#6,4c#6,4g#6,4d#7,4c#7,8c7,8a#6,4g#6,4c7,4g#6,8f6,8g#6,8c7,8p,2f,8f6,8f6,8g#6,8c7,8c#7,8c7,8g#6,8g6,8d#6,4c#6,4g#6,4d#7,4c#7,8c7,8a#6,4g#6,4c7,4g#6
98Degree|98Degree:d=4,o=5,b=70:d6,8d6,8f6,d#6,8d6,8d6,c6,8c6,8d#6,d6,c6,8a#,8c6,8a,8f,8a#,8c6,8a,16a#,16a,8g,8a,8f#,8d,8g,8f,8d#,8d,d6,8d6,8f6,d#6,8d6,8d6,c6,8c6,8d#6,d6,c6,8a#,8c6,8a,8f,8a#,8c6,8a,16a#,16a,8g,8a,8a#,8c6,8d6,8c6,8a#,8c6,16d6,16c6,a#.
999DoaHo|999DoaHo:d=4,o=5,b=160:d6,d6,f6,g6,a6,a6,f6,p,d6,d6,e6,d6,8e6,8d6,c6,a,p,d6,d6,f6,g6,a6,a6,f6,p,d6,d6,e6,d6,8e6,8d6,c6,a
